24,45,-6,25,169,49,1,3.8,0.882,0
21,36,5,21,176,40,8,2.7,0.913,1
17,21,-9,13,156,85,8,2.07,0.936,0
16,35,3,19,178,54,3,3.09,0.904,0
19,22,3,18,172,75,3,3.33,0.891,0
16,27,-5,12,126,70,4,2.67,0.911,0
16,28,12,14,126,43,5,2.52,0.924,1
14,31,-2,13,176,67,5,2.8,0.91,0
