7,15,-5,7,77,31,3,2.79,0.901,0
11,24,11,6,111,37,2,3.09,0.9,0
11,26,13,6,96,54,2,3.18,0.898,0
7,12,-6,5,75,37,3,2.34,0.925,0
11,17,-8,4,88,40,4,2.49,0.908,0
10,11,-6,11,84,26,2,1.52,0.941,1
13,18,17,10,94,42,4,2.22,0.924,1
11,20,-5,15,88,49,4,2.33,0.91,1
