13,20,-9,17,104,27,5,2.6,0.918,0
9,27,6,15,106,32,3,2.71,0.906,1
13,16,-8,10,95,54,3,2.58,0.928,1
6,13,-1,5,78,32,3,2.7,0.914,0
15,15,6,8,133,33,0,4.06,0.852,0
9,25,9,15,95,55,3,2.39,0.919,0
8,22,12,13,88,39,2,1.98,0.927,1
13,17,-5,6,121,49,3,2.7,0.919,0
